input_miRNA,base_name,Organism,Cluster ID,Accession,Chromosome,Strand,Start,Stop,Precursors in cluster,Spanning size of cluster
"hsa-mir-4640, mature,MIMAT0019700",hsa-mir-4640,,,,,,,,,
"hsa-mir-4641, mature,MIMAT0019701",hsa-mir-4641,,,,,,,,,
"hsa-mir-4642, mature,MIMAT0019702",hsa-mir-4642,,,,,,,,,
"hsa-mir-4643, mature,MIMAT0019703",hsa-mir-4643,,,,,,,,,
"hsa-mir-4644, mature,MIMAT0019704",hsa-mir-4644,,,,,,,,,
"hsa-mir-4645, mature,MIMAT0019705",hsa-mir-4645,,,,,,,,,
"hsa-mir-4645, mature,MIMAT0019706",hsa-mir-4645,,,,,,,,,
"hsa-mir-4646, mature,MIMAT0019707",hsa-mir-4646,,,,,,,,,
"hsa-mir-4646, mature,MIMAT0019708",hsa-mir-4646,,,,,,,,,
"hsa-mir-4647, mature,MIMAT0019709",hsa-mir-4647,,,,,,,,,
"hsa-mir-4648, mature,MIMAT0019710",hsa-mir-4648,,,,,,,,,
"hsa-mir-4649, mature,MIMAT0019711",hsa-mir-4649,,,,,,,,,
"hsa-mir-4649, mature,MIMAT0019712",hsa-mir-4649,,,,,,,,,
"hsa-mir-4650-1, mature,MIMAT0019713",hsa-mir-4650-1,,,,,,,,,
"hsa-mir-4650-1, mature,MIMAT0019714",hsa-mir-4650-1,,,,,,,,,
"hsa-mir-4651, mature,MIMAT0019715",hsa-mir-4651,,,,,,,,,
"hsa-mir-4652, mature,MIMAT0019716",hsa-mir-4652,,,,,,,,,
"hsa-mir-4652, mature,MIMAT0019717",hsa-mir-4652,,,,,,,,,
"hsa-mir-4653, mature,MIMAT0019718",hsa-mir-4653,,,,,,,,,
"hsa-mir-4653, mature,MIMAT0019719",hsa-mir-4653,,,,,,,,,
"hsa-mir-4654, mature,MIMAT0019720",hsa-mir-4654,,,,,,,,,
"hsa-mir-4655, mature,MIMAT0019721",hsa-mir-4655,,,,,,,,,
"hsa-mir-4655, mature,MIMAT0019722",hsa-mir-4655,,,,,,,,,
"hsa-mir-4656, mature,MIMAT0019723",hsa-mir-4656,,,,,,,,,
"hsa-mir-4657, mature,MIMAT0019724",hsa-mir-4657,,,,,,,,,
"hsa-mir-4658, mature,MIMAT0019725",hsa-mir-4658,,,,,,,,,
"hsa-mir-4659a, mature,MIMAT0019726",hsa-mir-4659a,Homo sapiens,hsa_117,MI0017287,chr8,+,6745164.0,6745244.0,2.0,77.0
"hsa-mir-4659a, mature,MIMAT0019727",hsa-mir-4659a,Homo sapiens,hsa_117,MI0017287,chr8,+,6745164.0,6745244.0,2.0,77.0
"hsa-mir-4659b, mature,MIMAT0019733",hsa-mir-4659b,Homo sapiens,hsa_117,MI0017291,chr8,-,6745168.0,6745240.0,2.0,77.0
"hsa-mir-4659b, mature,MIMAT0019734",hsa-mir-4659b,Homo sapiens,hsa_117,MI0017291,chr8,-,6745168.0,6745240.0,2.0,77.0
"hsa-mir-466, mature,MIMAT0015002",hsa-mir-466,,,,,,,,,
"hsa-mir-4660, mature,MIMAT0019728",hsa-mir-4660,,,,,,,,,
"hsa-mir-4661, mature,MIMAT0019729",hsa-mir-4661,,,,,,,,,
"hsa-mir-4661, mature,MIMAT0019730",hsa-mir-4661,,,,,,,,,
"hsa-mir-4662a, mature,MIMAT0019731",hsa-mir-4662a,Homo sapiens,hsa_125,MI0017290,chr8,+,124821985.0,124822051.0,2.0,74.0
"hsa-mir-4662a, mature,MIMAT0019732",hsa-mir-4662a,Homo sapiens,hsa_125,MI0017290,chr8,+,124821985.0,124822051.0,2.0,74.0
"hsa-mir-4662b, mature,MIMAT0019736",hsa-mir-4662b,Homo sapiens,hsa_125,MI0017293,chr8,-,124821978.0,124822058.0,2.0,74.0
"hsa-mir-4663, mature,MIMAT0019735",hsa-mir-4663,,,,,,,,,
"hsa-mir-4664, mature,MIMAT0019737",hsa-mir-4664,,,,,,,,,
"hsa-mir-4664, mature,MIMAT0019738",hsa-mir-4664,,,,,,,,,
"hsa-mir-4665, mature,MIMAT0019739",hsa-mir-4665,,,,,,,,,
"hsa-mir-4665, mature,MIMAT0019740",hsa-mir-4665,,,,,,,,,
"hsa-mir-4666a, mature,MIMAT0019741",hsa-mir-4666a,,,,,,,,,
"hsa-mir-4666a, mature,MIMAT0019742",hsa-mir-4666a,,,,,,,,,
"hsa-mir-4666b, mature,MIMAT0022485",hsa-mir-4666b,,,,,,,,,
"hsa-mir-4667, mature,MIMAT0019743",hsa-mir-4667,,,,,,,,,
"hsa-mir-4667, mature,MIMAT0019744",hsa-mir-4667,,,,,,,,,
"hsa-mir-4668, mature,MIMAT0019745",hsa-mir-4668,,,,,,,,,
"hsa-mir-4668, mature,MIMAT0019746",hsa-mir-4668,,,,,,,,,
"hsa-mir-4669, mature,MIMAT0019749",hsa-mir-4669,,,,,,,,,
"hsa-mir-4670, mature,MIMAT0019750",hsa-mir-4670,,,,,,,,,
"hsa-mir-4670, mature,MIMAT0019751",hsa-mir-4670,,,,,,,,,
"hsa-mir-4671, mature,MIMAT0019753",hsa-mir-4671,,,,,,,,,
"hsa-mir-4672, mature,MIMAT0019754",hsa-mir-4672,,,,,,,,,
"hsa-mir-4673, mature,MIMAT0019755",hsa-mir-4673,,,,,,,,,
"hsa-mir-4674, mature,MIMAT0019756",hsa-mir-4674,,,,,,,,,
"hsa-mir-4675, mature,MIMAT0019757",hsa-mir-4675,,,,,,,,,
"hsa-mir-4676, mature,MIMAT0019758",hsa-mir-4676,,,,,,,,,
"hsa-mir-4676, mature,MIMAT0019759",hsa-mir-4676,,,,,,,,,
"hsa-mir-4677, mature,MIMAT0019760",hsa-mir-4677,,,,,,,,,
"hsa-mir-4677, mature,MIMAT0019761",hsa-mir-4677,,,,,,,,,
"hsa-mir-4678, mature,MIMAT0019762",hsa-mir-4678,,,,,,,,,
"hsa-mir-4679-1, mature,MIMAT0019763",hsa-mir-4679-1,Homo sapiens,hsa_15,MI0017310,chr10,+,89063336.0,89063410.0,2.0,76.0
"hsa-mir-4680, mature,MIMAT0019764",hsa-mir-4680,,,,,,,,,
"hsa-mir-4680, mature,MIMAT0019765",hsa-mir-4680,,,,,,,,,
"hsa-mir-4681, mature,MIMAT0019766",hsa-mir-4681,,,,,,,,,
"hsa-mir-4682, mature,MIMAT0019767",hsa-mir-4682,,,,,,,,,
"hsa-mir-4683, mature,MIMAT0019768",hsa-mir-4683,,,,,,,,,
"hsa-mir-4684, mature,MIMAT0019769",hsa-mir-4684,,,,,,,,,
"hsa-mir-4684, mature,MIMAT0019770",hsa-mir-4684,,,,,,,,,
"hsa-mir-4685, mature,MIMAT0019771",hsa-mir-4685,,,,,,,,,
"hsa-mir-4685, mature,MIMAT0019772",hsa-mir-4685,,,,,,,,,
"hsa-mir-4686, mature,MIMAT0019773",hsa-mir-4686,,,,,,,,,
"hsa-mir-4687, mature,MIMAT0019774",hsa-mir-4687,,,,,,,,,
"hsa-mir-4687, mature,MIMAT0019775",hsa-mir-4687,,,,,,,,,
"hsa-mir-4688, mature,MIMAT0019777",hsa-mir-4688,,,,,,,,,
"hsa-mir-4689, mature,MIMAT0019778",hsa-mir-4689,,,,,,,,,
"hsa-mir-4690, mature,MIMAT0019779",hsa-mir-4690,,,,,,,,,
"hsa-mir-4690, mature,MIMAT0019780",hsa-mir-4690,,,,,,,,,
"hsa-mir-4691, mature,MIMAT0019781",hsa-mir-4691,Homo sapiens,hsa_21,MI0017324,chr11,+,68033897.0,68033981.0,2.0,1118.0
"hsa-mir-4691, mature,MIMAT0019782",hsa-mir-4691,Homo sapiens,hsa_21,MI0017324,chr11,+,68033897.0,68033981.0,2.0,1118.0
"hsa-mir-4693, mature,MIMAT0019785",hsa-mir-4693,,,,,,,,,
"hsa-mir-4695, mature,MIMAT0019788",hsa-mir-4695,,,,,,,,,
"hsa-mir-4695, mature,MIMAT0019789",hsa-mir-4695,,,,,,,,,
"hsa-mir-4696, mature,MIMAT0019790",hsa-mir-4696,,,,,,,,,
"hsa-mir-4697, mature,MIMAT0019791",hsa-mir-4697,,,,,,,,,
"hsa-mir-4697, mature,MIMAT0019792",hsa-mir-4697,,,,,,,,,
"hsa-mir-4698, mature,MIMAT0019793",hsa-mir-4698,,,,,,,,,
"hsa-mir-4699, mature,MIMAT0019794",hsa-mir-4699,,,,,,,,,
"hsa-mir-4699, mature,MIMAT0019795",hsa-mir-4699,,,,,,,,,
"hsa-mir-4700, mature,MIMAT0019796",hsa-mir-4700,,,,,,,,,
"hsa-mir-4700, mature,MIMAT0019797",hsa-mir-4700,,,,,,,,,
"hsa-mir-4701, mature,MIMAT0019798",hsa-mir-4701,,,,,,,,,
"hsa-mir-4701, mature,MIMAT0019799",hsa-mir-4701,,,,,,,,,
"hsa-mir-4703, mature,MIMAT0019802",hsa-mir-4703,,,,,,,,,
"hsa-mir-4704, mature,MIMAT0019803",hsa-mir-4704,,,,,,,,,
"hsa-mir-4704, mature,MIMAT0019804",hsa-mir-4704,,,,,,,,,
"hsa-mir-4705, mature,MIMAT0019805",hsa-mir-4705,,,,,,,,,
"hsa-mir-4706, mature,MIMAT0019806",hsa-mir-4706,,,,,,,,,
"hsa-mir-4707, mature,MIMAT0019807",hsa-mir-4707,,,,,,,,,
"hsa-mir-4707, mature,MIMAT0019808",hsa-mir-4707,,,,,,,,,
"hsa-mir-4708, mature,MIMAT0019809",hsa-mir-4708,,,,,,,,,
"hsa-mir-4708, mature,MIMAT0019810",hsa-mir-4708,,,,,,,,,
"hsa-mir-4709, mature,MIMAT0019811",hsa-mir-4709,,,,,,,,,
"hsa-mir-4709, mature,MIMAT0019812",hsa-mir-4709,,,,,,,,,
"hsa-mir-4710, mature,MIMAT0019815",hsa-mir-4710,,,,,,,,,
"hsa-mir-4711, mature,MIMAT0019816",hsa-mir-4711,,,,,,,,,
"hsa-mir-4711, mature,MIMAT0019817",hsa-mir-4711,,,,,,,,,
"hsa-mir-4712, mature,MIMAT0019818",hsa-mir-4712,,,,,,,,,
"hsa-mir-4712, mature,MIMAT0019819",hsa-mir-4712,,,,,,,,,
"hsa-mir-4713, mature,MIMAT0019820",hsa-mir-4713,,,,,,,,,
"hsa-mir-4713, mature,MIMAT0019821",hsa-mir-4713,,,,,,,,,
"hsa-mir-4714, mature,MIMAT0019822",hsa-mir-4714,,,,,,,,,
"hsa-mir-4714, mature,MIMAT0019823",hsa-mir-4714,,,,,,,,,
"hsa-mir-4715, mature,MIMAT0019824",hsa-mir-4715,,,,,,,,,
"hsa-mir-4715, mature,MIMAT0019825",hsa-mir-4715,,,,,,,,,
"hsa-mir-4716, mature,MIMAT0019826",hsa-mir-4716,,,,,,,,,
"hsa-mir-4716, mature,MIMAT0019827",hsa-mir-4716,,,,,,,,,
"hsa-mir-4717, mature,MIMAT0019829",hsa-mir-4717,Homo sapiens,hsa_41,MI0017352,chr16,+,2274620.0,2274691.0,3.0,3979.0
"hsa-mir-4717, mature,MIMAT0019830",hsa-mir-4717,Homo sapiens,hsa_41,MI0017352,chr16,+,2274620.0,2274691.0,3.0,3979.0
"hsa-mir-4718, mature,MIMAT0019831",hsa-mir-4718,,,,,,,,,
"hsa-mir-4719, mature,MIMAT0019832",hsa-mir-4719,,,,,,,,,
"hsa-mir-4720, mature,MIMAT0019833",hsa-mir-4720,,,,,,,,,
"hsa-mir-4720, mature,MIMAT0019834",hsa-mir-4720,,,,,,,,,
"hsa-mir-4721, mature,MIMAT0019835",hsa-mir-4721,,,,,,,,,
"hsa-mir-4722, mature,MIMAT0019836",hsa-mir-4722,,,,,,,,,
"hsa-mir-4722, mature,MIMAT0019837",hsa-mir-4722,,,,,,,,,
"hsa-mir-4723, mature,MIMAT0019838",hsa-mir-4723,,,,,,,,,
"hsa-mir-4723, mature,MIMAT0019839",hsa-mir-4723,,,,,,,,,
"hsa-mir-4724, mature,MIMAT0019841",hsa-mir-4724,,,,,,,,,
"hsa-mir-4724, mature,MIMAT0019842",hsa-mir-4724,,,,,,,,,
"hsa-mir-4725, mature,MIMAT0019843",hsa-mir-4725,Homo sapiens,hsa_56,MI0017362,chr17,+,31575269.0,31575358.0,2.0,253.0
"hsa-mir-4725, mature,MIMAT0019844",hsa-mir-4725,Homo sapiens,hsa_56,MI0017362,chr17,+,31575269.0,31575358.0,2.0,253.0
"hsa-mir-4726, mature,MIMAT0019845",hsa-mir-4726,,,,,,,,,
"hsa-mir-4726, mature,MIMAT0019846",hsa-mir-4726,,,,,,,,,
"hsa-mir-4727, mature,MIMAT0019847",hsa-mir-4727,,,,,,,,,
"hsa-mir-4727, mature,MIMAT0019848",hsa-mir-4727,,,,,,,,,
"hsa-mir-4728, mature,MIMAT0019849",hsa-mir-4728,,,,,,,,,
"hsa-mir-4728, mature,MIMAT0019850",hsa-mir-4728,,,,,,,,,
"hsa-mir-4729, mature,MIMAT0019851",hsa-mir-4729,,,,,,,,,
"hsa-mir-4730, mature,MIMAT0019852",hsa-mir-4730,,,,,,,,,
"hsa-mir-4731, mature,MIMAT0019853",hsa-mir-4731,,,,,,,,,
"hsa-mir-4731, mature,MIMAT0019854",hsa-mir-4731,,,,,,,,,
"hsa-mir-4732, mature,MIMAT0019855",hsa-mir-4732,Homo sapiens,hsa_54,MI0017369,chr17,-,28861655.0,28861730.0,4.0,362.0
"hsa-mir-4732, mature,MIMAT0019856",hsa-mir-4732,Homo sapiens,hsa_54,MI0017369,chr17,-,28861655.0,28861730.0,4.0,362.0
"hsa-mir-4733, mature,MIMAT0019857",hsa-mir-4733,,,,,,,,,
"hsa-mir-4733, mature,MIMAT0019858",hsa-mir-4733,,,,,,,,,
"hsa-mir-4734, mature,MIMAT0019859",hsa-mir-4734,,,,,,,,,
"hsa-mir-4735, mature,MIMAT0019860",hsa-mir-4735,,,,,,,,,
"hsa-mir-4735, mature,MIMAT0019861",hsa-mir-4735,,,,,,,,,
"hsa-mir-4736, mature,MIMAT0019862",hsa-mir-4736,Homo sapiens,hsa_57,MI0017373,chr17,-,58335976.0,58336022.0,2.0,4791.0
"hsa-mir-4738, mature,MIMAT0019866",hsa-mir-4738,,,,,,,,,
"hsa-mir-4738, mature,MIMAT0019867",hsa-mir-4738,,,,,,,,,
"hsa-mir-4739, mature,MIMAT0019868",hsa-mir-4739,,,,,,,,,
"hsa-mir-4740, mature,MIMAT0019869",hsa-mir-4740,,,,,,,,,
"hsa-mir-4740, mature,MIMAT0019870",hsa-mir-4740,,,,,,,,,
"hsa-mir-4741, mature,MIMAT0019871",hsa-mir-4741,,,,,,,,,
"hsa-mir-4742, mature,MIMAT0019872",hsa-mir-4742,,,,,,,,,
"hsa-mir-4742, mature,MIMAT0019873",hsa-mir-4742,,,,,,,,,
"hsa-mir-4743, mature,MIMAT0019874",hsa-mir-4743,,,,,,,,,
"hsa-mir-4743, mature,MIMAT0022978",hsa-mir-4743,,,,,,,,,
"hsa-mir-4744, mature,MIMAT0019875",hsa-mir-4744,,,,,,,,,
"hsa-mir-4745, mature,MIMAT0019878",hsa-mir-4745,Homo sapiens,hsa_65,MI0017384,chr19,+,804940.0,805001.0,2.0,8714.0
"hsa-mir-4745, mature,MIMAT0019879",hsa-mir-4745,Homo sapiens,hsa_65,MI0017384,chr19,+,804940.0,805001.0,2.0,8714.0
"hsa-mir-4746, mature,MIMAT0019880",hsa-mir-4746,,,,,,,,,
"hsa-mir-4747, mature,MIMAT0019882",hsa-mir-4747,,,,,,,,,
"hsa-mir-4747, mature,MIMAT0019883",hsa-mir-4747,,,,,,,,,
"hsa-mir-4748, mature,MIMAT0019884",hsa-mir-4748,,,,,,,,,
"hsa-mir-4749, mature,MIMAT0019885",hsa-mir-4749,,,,,,,,,
"hsa-mir-4749, mature,MIMAT0019886",hsa-mir-4749,,,,,,,,,
"hsa-mir-4750, mature,MIMAT0019887",hsa-mir-4750,,,,,,,,,
"hsa-mir-4750, mature,MIMAT0022979",hsa-mir-4750,,,,,,,,,
"hsa-mir-4751, mature,MIMAT0019888",hsa-mir-4751,,,,,,,,,
"hsa-mir-4752, mature,MIMAT0019889",hsa-mir-4752,,,,,,,,,
"hsa-mir-4753, mature,MIMAT0019890",hsa-mir-4753,,,,,,,,,
"hsa-mir-4753, mature,MIMAT0019891",hsa-mir-4753,,,,,,,,,
"hsa-mir-4754, mature,MIMAT0019894",hsa-mir-4754,,,,,,,,,
"hsa-mir-4755, mature,MIMAT0019895",hsa-mir-4755,,,,,,,,,
"hsa-mir-4755, mature,MIMAT0019896",hsa-mir-4755,,,,,,,,,
"hsa-mir-4756, mature,MIMAT0019900",hsa-mir-4756,,,,,,,,,
"hsa-mir-4757, mature,MIMAT0019901",hsa-mir-4757,,,,,,,,,
"hsa-mir-4757, mature,MIMAT0019902",hsa-mir-4757,,,,,,,,,
"hsa-mir-4758, mature,MIMAT0019903",hsa-mir-4758,,,,,,,,,
"hsa-mir-4758, mature,MIMAT0019904",hsa-mir-4758,,,,,,,,,
"hsa-mir-4759, mature,MIMAT0019905",hsa-mir-4759,,,,,,,,,
"hsa-mir-4760, mature,MIMAT0019906",hsa-mir-4760,,,,,,,,,
"hsa-mir-4761, mature,MIMAT0019908",hsa-mir-4761,,,,,,,,,
"hsa-mir-4761, mature,MIMAT0019909",hsa-mir-4761,,,,,,,,,
"hsa-mir-4762, mature,MIMAT0019910",hsa-mir-4762,,,,,,,,,
"hsa-mir-4762, mature,MIMAT0019911",hsa-mir-4762,,,,,,,,,
"hsa-mir-4763, mature,MIMAT0019912",hsa-mir-4763,Homo sapiens,hsa_95,MI0017404,chr22,+,46113566.0,46113657.0,3.0,1020.0
"hsa-mir-4763, mature,MIMAT0019913",hsa-mir-4763,Homo sapiens,hsa_95,MI0017404,chr22,+,46113566.0,46113657.0,3.0,1020.0
"hsa-mir-4764, mature,MIMAT0019914",hsa-mir-4764,,,,,,,,,
"hsa-mir-4764, mature,MIMAT0019915",hsa-mir-4764,,,,,,,,,
"hsa-mir-4765, mature,MIMAT0019916",hsa-mir-4765,,,,,,,,,
"hsa-mir-4766, mature,MIMAT0019917",hsa-mir-4766,,,,,,,,,
"hsa-mir-4766, mature,MIMAT0019918",hsa-mir-4766,,,,,,,,,
"hsa-mir-4767, mature,MIMAT0019919",hsa-mir-4767,,,,,,,,,
"hsa-mir-4768, mature,MIMAT0019920",hsa-mir-4768,,,,,,,,,
"hsa-mir-4768, mature,MIMAT0019921",hsa-mir-4768,,,,,,,,,
"hsa-mir-4769, mature,MIMAT0019922",hsa-mir-4769,,,,,,,,,
"hsa-mir-4769, mature,MIMAT0019923",hsa-mir-4769,,,,,,,,,
"hsa-mir-4770, mature,MIMAT0019924",hsa-mir-4770,,,,,,,,,
"hsa-mir-4771-1, mature,MIMAT0019925",hsa-mir-4771-1,,,,,,,,,
"hsa-mir-4772, mature,MIMAT0019926",hsa-mir-4772,,,,,,,,,
"hsa-mir-4772, mature,MIMAT0019927",hsa-mir-4772,,,,,,,,,
"hsa-mir-4773-1, mature,MIMAT0019928",hsa-mir-4773-1,Homo sapiens,hsa_78,MI0017415,chr2,+,151368334.0,151368411.0,2.0,78.0
"hsa-mir-4774, mature,MIMAT0019929",hsa-mir-4774,,,,,,,,,
"hsa-mir-4774, mature,MIMAT0019930",hsa-mir-4774,,,,,,,,,
"hsa-mir-4775, mature,MIMAT0019931",hsa-mir-4775,,,,,,,,,
"hsa-mir-4776-1, mature,MIMAT0019932",hsa-mir-4776-1,Homo sapiens,hsa_81,MI0017419,chr2,+,212926257.0,212926336.0,2.0,80.0
"hsa-mir-4776-1, mature,MIMAT0019933",hsa-mir-4776-1,Homo sapiens,hsa_81,MI0017419,chr2,+,212926257.0,212926336.0,2.0,80.0
"hsa-mir-4777, mature,MIMAT0019934",hsa-mir-4777,,,,,,,,,
"hsa-mir-4777, mature,MIMAT0019935",hsa-mir-4777,,,,,,,,,
"hsa-mir-4778, mature,MIMAT0019936",hsa-mir-4778,,,,,,,,,
"hsa-mir-4778, mature,MIMAT0019937",hsa-mir-4778,,,,,,,,,
"hsa-mir-4779, mature,MIMAT0019938",hsa-mir-4779,,,,,,,,,
"hsa-mir-4780, mature,MIMAT0019939",hsa-mir-4780,,,,,,,,,
"hsa-mir-4781, mature,MIMAT0019942",hsa-mir-4781,,,,,,,,,
"hsa-mir-4781, mature,MIMAT0019943",hsa-mir-4781,,,,,,,,,
"hsa-mir-4782, mature,MIMAT0019944",hsa-mir-4782,,,,,,,,,
"hsa-mir-4782, mature,MIMAT0019945",hsa-mir-4782,,,,,,,,,
"hsa-mir-4783, mature,MIMAT0019947",hsa-mir-4783,,,,,,,,,
"hsa-mir-4784, mature,MIMAT0019948",hsa-mir-4784,,,,,,,,,
"hsa-mir-4785, mature,MIMAT0019949",hsa-mir-4785,,,,,,,,,
"hsa-mir-4786, mature,MIMAT0019954",hsa-mir-4786,,,,,,,,,
"hsa-mir-4786, mature,MIMAT0019955",hsa-mir-4786,,,,,,,,,
"hsa-mir-4787, mature,MIMAT0019956",hsa-mir-4787,,,,,,,,,
"hsa-mir-4787, mature,MIMAT0019957",hsa-mir-4787,,,,,,,,,
"hsa-mir-4788, mature,MIMAT0019958",hsa-mir-4788,,,,,,,,,
"hsa-mir-4789, mature,MIMAT0019960",hsa-mir-4789,,,,,,,,,
"hsa-mir-4790, mature,MIMAT0019962",hsa-mir-4790,,,,,,,,,
"hsa-mir-4791, mature,MIMAT0019963",hsa-mir-4791,,,,,,,,,
"hsa-mir-4793, mature,MIMAT0019965",hsa-mir-4793,,,,,,,,,
"hsa-mir-4793, mature,MIMAT0019966",hsa-mir-4793,,,,,,,,,
"hsa-mir-4794, mature,MIMAT0019967",hsa-mir-4794,,,,,,,,,
"hsa-mir-4795, mature,MIMAT0019968",hsa-mir-4795,,,,,,,,,
"hsa-mir-4795, mature,MIMAT0019969",hsa-mir-4795,,,,,,,,,
"hsa-mir-4796, mature,MIMAT0019970",hsa-mir-4796,,,,,,,,,
"hsa-mir-4796, mature,MIMAT0019971",hsa-mir-4796,,,,,,,,,
"hsa-mir-4797, mature,MIMAT0019972",hsa-mir-4797,,,,,,,,,
"hsa-mir-4797, mature,MIMAT0019973",hsa-mir-4797,,,,,,,,,
"hsa-mir-4798, mature,MIMAT0019974",hsa-mir-4798,,,,,,,,,
"hsa-mir-4798, mature,MIMAT0019975",hsa-mir-4798,,,,,,,,,
"hsa-mir-4799, mature,MIMAT0019976",hsa-mir-4799,,,,,,,,,
"hsa-mir-4799, mature,MIMAT0019977",hsa-mir-4799,,,,,,,,,
"hsa-mir-4800, mature,MIMAT0019978",hsa-mir-4800,,,,,,,,,
"hsa-mir-4800, mature,MIMAT0019979",hsa-mir-4800,,,,,,,,,
"hsa-mir-4802, mature,MIMAT0019981",hsa-mir-4802,,,,,,,,,
"hsa-mir-4802, mature,MIMAT0019982",hsa-mir-4802,,,,,,,,,
"hsa-mir-4803, mature,MIMAT0019983",hsa-mir-4803,,,,,,,,,
"hsa-mir-4804, mature,MIMAT0019984",hsa-mir-4804,,,,,,,,,
"hsa-mir-4804, mature,MIMAT0019985",hsa-mir-4804,,,,,,,,,
"hsa-mir-483, mature,MIMAT0002173",hsa-mir-483,,,,,,,,,
"hsa-mir-483, mature,MIMAT0004761",hsa-mir-483,,,,,,,,,
"hsa-mir-484, mature,MIMAT0002174",hsa-mir-484,,,,,,,,,
"hsa-mir-485, mature,MIMAT0002175",hsa-mir-485,Homo sapiens,hsa_34,MI0002469,chr14,+,101055419.0,101055491.0,42.0,44736.0
"hsa-mir-485, mature,MIMAT0002176",hsa-mir-485,Homo sapiens,hsa_34,MI0002469,chr14,+,101055419.0,101055491.0,42.0,44736.0
"hsa-mir-486-1, mature,MIMAT0002177",hsa-mir-486-1,Homo sapiens,hsa_120,MI0002470,chr8,-,41660441.0,41660508.0,2.0,67.0
"hsa-mir-486-1, mature,MIMAT0004762",hsa-mir-486-1,Homo sapiens,hsa_120,MI0002470,chr8,-,41660441.0,41660508.0,2.0,67.0
"hsa-mir-487a, mature,MIMAT0002178",hsa-mir-487a,Homo sapiens,hsa_34,MI0002471,chr14,+,101052446.0,101052525.0,42.0,44736.0
"hsa-mir-487a, mature,MIMAT0026559",hsa-mir-487a,Homo sapiens,hsa_34,MI0002471,chr14,+,101052446.0,101052525.0,42.0,44736.0
"hsa-mir-487b, mature,MIMAT0003180",hsa-mir-487b,Homo sapiens,hsa_34,MI0003530,chr14,+,101046455.0,101046538.0,42.0,44736.0
"hsa-mir-487b, mature,MIMAT0026614",hsa-mir-487b,Homo sapiens,hsa_34,MI0003530,chr14,+,101046455.0,101046538.0,42.0,44736.0
"hsa-mir-488, mature,MIMAT0002804",hsa-mir-488,,,,,,,,,
"hsa-mir-488, mature,MIMAT0004763",hsa-mir-488,,,,,,,,,
"hsa-mir-489, mature,MIMAT0002805",hsa-mir-489,Homo sapiens,hsa_111,MI0003124,chr7,-,93483936.0,93484019.0,2.0,1260.0
"hsa-mir-489, mature,MIMAT0026605",hsa-mir-489,Homo sapiens,hsa_111,MI0003124,chr7,-,93483936.0,93484019.0,2.0,1260.0
"hsa-mir-490, mature,MIMAT0002806",hsa-mir-490,,,,,,,,,
"hsa-mir-490, mature,MIMAT0004764",hsa-mir-490,,,,,,,,,
"hsa-mir-491, mature,MIMAT0002807",hsa-mir-491,,,,,,,,,
"hsa-mir-491, mature,MIMAT0004765",hsa-mir-491,,,,,,,,,
"hsa-mir-492, mature,MIMAT0002812",hsa-mir-492,,,,,,,,,
"hsa-mir-493, mature,MIMAT0002813",hsa-mir-493,Homo sapiens,hsa_33,MI0003132,chr14,+,100869060.0,100869148.0,8.0,15724.0
"hsa-mir-493, mature,MIMAT0003161",hsa-mir-493,Homo sapiens,hsa_33,MI0003132,chr14,+,100869060.0,100869148.0,8.0,15724.0
"hsa-mir-494, mature,MIMAT0002816",hsa-mir-494,Homo sapiens,hsa_34,MI0003134,chr14,+,101029634.0,101029714.0,42.0,44736.0
"hsa-mir-494, mature,MIMAT0026607",hsa-mir-494,Homo sapiens,hsa_34,MI0003134,chr14,+,101029634.0,101029714.0,42.0,44736.0
"hsa-mir-495, mature,MIMAT0002817",hsa-mir-495,Homo sapiens,hsa_34,MI0003135,chr14,+,101033755.0,101033836.0,42.0,44736.0
"hsa-mir-495, mature,MIMAT0022924",hsa-mir-495,Homo sapiens,hsa_34,MI0003135,chr14,+,101033755.0,101033836.0,42.0,44736.0
"hsa-mir-496, mature,MIMAT0002818",hsa-mir-496,Homo sapiens,hsa_34,MI0003136,chr14,+,101060573.0,101060674.0,42.0,44736.0
"hsa-mir-497, mature,MIMAT0002820",hsa-mir-497,Homo sapiens,hsa_52,MI0003138,chr17,-,7017911.0,7018022.0,2.0,408.0
"hsa-mir-497, mature,MIMAT0004768",hsa-mir-497,Homo sapiens,hsa_52,MI0003138,chr17,-,7017911.0,7018022.0,2.0,408.0
"hsa-mir-498, mature,MIMAT0002824",hsa-mir-498,Homo sapiens,hsa_73,MI0003142,chr19,+,53674197.0,53674320.0,46.0,95752.0
"hsa-mir-4999, mature,MIMAT0021017",hsa-mir-4999,,,,,,,,,
"hsa-mir-4999, mature,MIMAT0021018",hsa-mir-4999,,,,,,,,,
"hsa-mir-499a, mature,MIMAT0002870",hsa-mir-499a,Homo sapiens,hsa_83,MI0003183,chr20,+,34990376.0,34990497.0,2.0,97.0
"hsa-mir-499a, mature,MIMAT0004772",hsa-mir-499a,Homo sapiens,hsa_83,MI0003183,chr20,+,34990376.0,34990497.0,2.0,97.0
"hsa-mir-499b, mature,MIMAT0019897",hsa-mir-499b,Homo sapiens,hsa_83,MI0017396,chr20,-,34990400.0,34990472.0,2.0,97.0
"hsa-mir-499b, mature,MIMAT0019898",hsa-mir-499b,Homo sapiens,hsa_83,MI0017396,chr20,-,34990400.0,34990472.0,2.0,97.0
